Achiever,Explorer,Socializer,Influencer,Susceptibility,Risk aversion,Age group,Tech savviness,Home ownership
1.5425000000000002,1.7472,3.2428000000000003,1.4675,More susceptible,Less risk averse,Millenial,Trendy,Renter
2.4800000000000004,2.8954000000000004,1.3767,1.2478,Less susceptible,Least risk averse,Gen-X (younger),Follower,Renter
1.8521,3.8423000000000007,1.4862,0.8190999999999999,Less susceptible,Less risk averse,Gen-X (younger),Experimenter,Owner
1.6886999999999999,2.8366000000000007,1.4510999999999998,2.0234,Less susceptible,More risk averse,Gen-X (younger),Follower,Renter
0.9410000000000001,1.2776,3.1515,2.6299,Less susceptible,Least risk averse,Gen-X (younger),Trendy,Renter
2.6449000000000003,1.6334,2.6233,1.0981999999999998,Less susceptible,Least risk averse,Millenial,Trendy,Renter
2.5347000000000004,2.5109,1.5568999999999997,1.3972,Less susceptible,Most risk averse,Gen-X (older),Experimenter,Renter
1.8128,3.5604,0.5547,2.0717,Less susceptible,More risk averse,Boomer,Follower,Owner
0.8846000000000002,2.7242,3.0572,1.3339,Less susceptible,Least risk averse,Gen-Z,Trendy,Owner
2.5603000000000002,1.9825000000000004,2.3201,1.1371,Less susceptible,Less risk averse,Gen-X (older),Trendy,Renter
1.6609000000000003,1.8219,2.629,1.8881999999999999,Less susceptible,Most risk averse,Millenial,Trendy,Renter
2.5453,2.7959000000000005,1.1043,1.5543,Less susceptible,Least risk averse,Gen-X (younger),Follower,Owner
2.5188,2.2030000000000003,2.3914,0.8866999999999999,Most susceptible,Least risk averse,Millenial,Experimenter,Owner
1.4203999999999999,1.1421000000000001,3.2679,2.1696000000000004,Most susceptible,Less risk averse,Millenial,Experimenter,Owner
1.7104,1.8957,3.1799000000000004,1.2141,Less susceptible,Least risk averse,Gen-Z,Follower,Owner
2.3036000000000003,2.6978,0.8843,2.1141000000000005,Less susceptible,Least risk averse,Gen-Z,Trendy,Renter
3.3209999999999997,2.8883,0.5091,1.2813,More susceptible,Least risk averse,Silent,Follower,Owner
2.0889,1.8791,3.1654000000000004,0.8667,Less susceptible,Least risk averse,Gen-X (younger),Experimenter,Owner
2.4316000000000004,2.6719999999999997,1.4145,1.4817,Less susceptible,Most risk averse,Boomer,Experimenter,Owner
3.2399999999999998,2.1803,1.271,1.3086,Most susceptible,Least risk averse,Gen-X (younger),Trendy,Owner
1.9259000000000002,3.224,1.3372,1.5126000000000002,Less susceptible,Least risk averse,Millenial,Experimenter,Renter
3.0261,1.9722,1.919,1.0826,Less susceptible,Least risk averse,Silent,Trendy,Owner
1.6555000000000002,1.7853999999999999,1.2583,3.3009,Least susceptible,Least risk averse,Gen-X (younger),Trendy,Renter
2.2793,2.1841,2.0644,1.472,Less susceptible,Least risk averse,Boomer,Experimenter,Owner
1.7956,2.9576000000000002,2.3365,0.9103,Less susceptible,Least risk averse,Gen-Z,Trendy,Renter
2.3151,1.2304,2.5865,1.8681,Less susceptible,Less risk averse,Millenial,Trendy,Owner
2.2212,1.9953,2.587,1.1964,Less susceptible,Most risk averse,Millenial,Luddite,Owner
3.0898999999999996,2.8551,0.45799999999999996,1.5967,Less susceptible,Least risk averse,Silent,Trendy,Owner
0.6651,2.3112,2.5644,2.4591,Less susceptible,Most risk averse,Gen-X (older),Trendy,Owner
1.1219,4.4581,1.131,1.2888,Less susceptible,Least risk averse,Millenial,Trendy,Owner
3.02,0.6938,2.6318000000000006,1.6542999999999999,Most susceptible,Least risk averse,Gen-X (older),Experimenter,Owner
1.456,2.7098999999999998,1.7166000000000001,2.1174,Least susceptible,Most risk averse,Millenial,Follower,Renter
2.5507,3.5271,0.5247999999999999,1.3970999999999998,Less susceptible,Most risk averse,Gen-X (younger),Trendy,Owner
1.6484,3.1866000000000003,2.186,0.9789000000000001,Less susceptible,Least risk averse,Millenial,Experimenter,Owner
1.6758000000000002,3.3673,2.0394,0.9174,Less susceptible,Least risk averse,Silent,Experimenter,Owner
2.2454,1.9783000000000002,2.1623,1.6138000000000001,More susceptible,Least risk averse,Millenial,Experimenter,Owner
2.5192,2.0158000000000005,1.9266,1.5384,Most susceptible,Most risk averse,Gen-X (younger),Trendy,Renter
0.7746000000000001,2.4297,3.4153000000000002,1.3804,Less susceptible,Less risk averse,Boomer,Trendy,Renter
3.2233000000000005,2.4289,1.1162999999999998,1.2312,Less susceptible,Least risk averse,Gen-Z,Trendy,Owner
1.6769000000000003,2.6356,2.3084000000000002,1.3969,More susceptible,More risk averse,Boomer,Trendy,Renter
1.8383000000000003,2.521,2.0637999999999996,1.5767,Most susceptible,More risk averse,Millenial,Experimenter,Renter
0.7227,2.7148000000000003,2.7476000000000003,1.8148000000000002,Less susceptible,Least risk averse,Millenial,Trendy,Renter
1.7872,2.8505000000000003,2.1791,1.1831,Less susceptible,Less risk averse,Gen-X (older),Trendy,Renter
1.4853000000000003,2.8225000000000002,1.9524000000000001,1.7395,Less susceptible,Least risk averse,Gen-X (older),Trendy,Owner
2.2460999999999998,2.9124,2.0995,0.7417,More susceptible,Less risk averse,Millenial,Trendy,Renter
0.8443999999999999,2.1776,3.4444,1.5335000000000003,Less susceptible,Most risk averse,Gen-X (younger),Trendy,Owner
3.238,2.0103,0.6501,2.1012,Less susceptible,Least risk averse,Gen-Z,Follower,Owner
1.8186000000000002,3.0381,2.1781,0.9648999999999999,Least susceptible,Least risk averse,Gen-Z,Follower,Renter
2.6236,2.8367000000000004,1.5845000000000002,0.9549999999999998,Less susceptible,Least risk averse,Gen-X (younger),Follower,Owner
1.1163999999999998,3.734200000000001,2.3945,0.7548999999999999,Less susceptible,Most risk averse,Millenial,Trendy,Renter
2.406,1.6243,2.3690999999999995,1.6008,Less susceptible,Least risk averse,Gen-Z,Experimenter,Renter
1.3103,4.5854,0.9974,1.1069,Most susceptible,More risk averse,Millenial,Trendy,Owner
2.3139000000000003,2.7998000000000003,1.4121000000000001,1.474,Less susceptible,Least risk averse,Gen-X (younger),Experimenter,Owner
1.9135,2.8346999999999998,2.2652,0.9866,Less susceptible,Less risk averse,Millenial,Experimenter,Owner
1.699,2.6633000000000004,2.4516,1.186,Most susceptible,Least risk averse,Millenial,Trendy,Renter
0.8690999999999999,4.113300000000001,1.8802,1.1372,Less susceptible,Most risk averse,Gen-X (older),Experimenter,Owner
2.2992,1.4064000000000003,3.1984000000000004,1.0959999999999999,Less susceptible,Least risk averse,Millenial,Follower,Owner
2.5968,2.3727,1.946,1.0841999999999998,Less susceptible,Less risk averse,Gen-X (younger),Follower,Renter
3.9640999999999997,1.6220999999999999,1.6958000000000002,0.7182999999999999,Least susceptible,Least risk averse,Boomer,Trendy,Renter
2.3898,1.4288,2.3552,1.8263,Less susceptible,Less risk averse,Millenial,Experimenter,Renter
1.5316,2.7124000000000006,1.972,1.7838,Less susceptible,Less risk averse,Gen-X (older),Trendy,Renter
2.5436,2.7675,1.5943,1.0945,Less susceptible,Least risk averse,Millenial,Trendy,Owner
2.3139000000000003,2.7998000000000003,1.4121000000000001,1.474,Most susceptible,Least risk averse,Silent,Follower,Owner
2.4042,2.6064000000000003,2.0301,0.9592,Less susceptible,Least risk averse,Gen-X (younger),Trendy,Renter
3.1744999999999997,2.6557000000000004,0.6479,1.5214999999999999,Less susceptible,Least risk averse,Gen-Z,Follower,Renter
1.6219,3.2071,1.2235,1.9470999999999998,Less susceptible,Most risk averse,Gen-X (younger),Trendy,Owner
3.858,1.3762,0.5997,2.1659,Most susceptible,Least risk averse,Gen-Z,Trendy,Renter
2.5212,2.9841999999999995,1.4482000000000002,1.0464,Less susceptible,Least risk averse,Gen-X (younger),Experimenter,Owner
1.6157000000000001,1.3146,3.6634,1.4063999999999999,Less susceptible,Least risk averse,Gen-Z,Trendy,Renter
1.7684,3.4397,1.0847,1.7068999999999999,Most susceptible,Least risk averse,Gen-X (younger),Trendy,Owner
1.6529,3.2037,1.2728000000000002,1.8702999999999999,Less susceptible,Least risk averse,Gen-X (older),Trendy,Owner
2.4395000000000002,2.6454000000000004,1.1981,1.7168,Less susceptible,Least risk averse,Silent,Trendy,Owner
0.9595,3.442100000000001,1.8603,1.7379,Most susceptible,Least risk averse,Gen-X (older),Trendy,Owner
1.6199000000000001,2.1506000000000003,2.4322,1.7972000000000001,Less susceptible,Least risk averse,Millenial,Experimenter,Renter
1.7956,2.9576000000000002,2.3365,0.9103,Most susceptible,Least risk averse,Millenial,Trendy,Renter
2.6502000000000003,2.7469,1.3687999999999998,1.2338,Less susceptible,Least risk averse,Gen-X (younger),Experimenter,Owner
1.5848,2.0501000000000005,3.3939000000000004,0.9712999999999999,Less susceptible,Least risk averse,Millenial,Trendy,Owner
1.5425,3.6271000000000004,1.3882,1.442,More susceptible,Most risk averse,Gen-Z,Experimenter,Renter
1.3482,1.0567000000000002,3.1471,2.4478,Less susceptible,Least risk averse,Gen-X (older),Trendy,Renter
2.1477000000000004,1.2794999999999999,2.1069,2.4659000000000004,Most susceptible,Less risk averse,Gen-X (older),Trendy,Renter
3.1095,2.2835,1.843,0.7638,Least susceptible,Most risk averse,Gen-X (younger),Trendy,Owner
1.4616000000000002,1.9195,2.7168,1.9021,Less susceptible,Most risk averse,Gen-X (younger),Experimenter,Owner
3.2011,2.0141,1.7782,1.0066,Less susceptible,Less risk averse,Millenial,Trendy,Renter
2.3928000000000003,1.8905000000000003,1.8795000000000002,1.837,Less susceptible,Least risk averse,Gen-X (older),Follower,Owner
1.6231000000000002,1.1598,2.7238,2.5113,Less susceptible,Less risk averse,Gen-X (older),Trendy,Owner
1.8477000000000001,3.6253,0.5547,1.9721,Less susceptible,Least risk averse,Gen-Z,Follower,Renter
3.0471000000000004,0.6163,2.9084,1.4281,Less susceptible,More risk averse,Gen-X (younger),Trendy,Owner
2.2522999999999995,2.6835999999999998,1.8265,1.2374,Less susceptible,Most risk averse,Gen-X (older),Trendy,Owner
1.5285000000000002,2.0639,1.8047000000000002,2.6028000000000002,Most susceptible,Most risk averse,Gen-X (younger),Trendy,Owner
1.3378,3.0690999999999997,1.9971,1.5957999999999999,Less susceptible,Less risk averse,Millenial,Experimenter,Renter
2.4067000000000003,0.6974,2.0295,2.8664,Less susceptible,More risk averse,Gen-X (younger),Experimenter,Owner
0.8356,3.6570000000000005,1.4674,2.0398,Most susceptible,Most risk averse,Gen-X (older),Trendy,Owner
2.9326000000000003,2.2959,1.8546,0.9167000000000001,More susceptible,More risk averse,Gen-X (younger),Experimenter,Owner
1.6106000000000003,2.6117999999999997,2.9415,0.8361000000000001,Less susceptible,Least risk averse,Gen-X (younger),Trendy,Owner
3.0543,1.9759,1.3867000000000003,1.5828,Less susceptible,Less risk averse,Gen-X (younger),Experimenter,Renter
2.2781,1.0848000000000002,2.2020999999999997,2.4349,Most susceptible,Least risk averse,Millenial,Trendy,Owner
2.5192,2.0158000000000005,1.9266,1.5384,Less susceptible,Least risk averse,Gen-X (older),Follower,Renter
2.4602,2.9005,1.0897000000000001,1.5494,Less susceptible,Least risk averse,Gen-Z,Trendy,Renter
1.4608999999999999,1.707,3.4246000000000003,1.4075,Less susceptible,Least risk averse,Millenial,Follower,Renter
3.2567999999999997,1.4211000000000003,1.7445,1.5774,More susceptible,Most risk averse,Millenial,Trendy,Renter
1.1384,4.3980999999999995,1.3702999999999999,1.093,Less susceptible,Most risk averse,Gen-X (older),Trendy,Owner
2.5523000000000002,3.5617,0.9693999999999999,0.9164999999999999,Less susceptible,Least risk averse,Gen-X (younger),Experimenter,Owner
2.5335,2.8702000000000005,1.4889,1.1251,Less susceptible,Least risk averse,Gen-X (younger),Experimenter,Owner
1.4630999999999998,1.8909000000000002,2.7222,1.9236000000000002,Less susceptible,Less risk averse,Silent,Trendy,Owner
1.0356,2.2946,2.5664,2.1034,Most susceptible,Most risk averse,Millenial,Trendy,Renter
1.5228,2.6584000000000003,2.1719,1.6466,More susceptible,Most risk averse,Gen-Z,Follower,Renter
2.4822,2.7056000000000004,1.2750000000000001,1.5369,Least susceptible,More risk averse,Millenial,Trendy,Renter
2.3327,2.2106000000000003,2.5065,0.9501999999999999,Less susceptible,Most risk averse,Millenial,Trendy,Renter
2.6347,3.6110000000000007,0.4998,1.2542,Less susceptible,Least risk averse,Gen-X (younger),Trendy,Renter
1.2387000000000001,0.47850000000000004,4.7261,1.5566999999999998,Less susceptible,Most risk averse,Millenial,Trendy,Renter
1.505,2.8022,2.1877000000000004,1.5050000000000001,More susceptible,Most risk averse,Gen-X (older),Follower,Owner
3.0823,2.2153,1.2672,1.4351,Less susceptible,Least risk averse,Gen-X (younger),Trendy,Renter
2.3324000000000003,0.6349,2.4606,2.5897,More susceptible,Least risk averse,Gen-X (younger),Trendy,Renter
1.9098,3.5708,1.3941999999999999,1.125,Less susceptible,Least risk averse,Gen-X (younger),Experimenter,Owner
1.6186,1.9216000000000002,2.5179,1.9418000000000002,Less susceptible,Less risk averse,Gen-X (younger),Follower,Owner
4.2059,0.39399999999999996,2.6877,0.7123999999999999,Less susceptible,Least risk averse,Gen-Z,Trendy,Owner
1.5641,4.1679,1.4006000000000003,0.8672,Less susceptible,More risk averse,Boomer,Experimenter,Owner
1.6579000000000002,1.2699,2.5396,2.5502,Less susceptible,Least risk averse,Millenial,Trendy,Renter
2.2497,1.3326,2.6475000000000004,1.7701,Less susceptible,Most risk averse,Millenial,Experimenter,Renter
2.5086,2.5347,1.4525000000000001,1.5042000000000002,Less susceptible,Least risk averse,Gen-Z,Trendy,Owner
2.1717,1.9215,2.0361000000000002,1.8704999999999998,More susceptible,Least risk averse,Millenial,Trendy,Renter
1.693,2.1909,1.9363,2.1797,Less susceptible,Least risk averse,Millenial,Experimenter,Renter
1.9135,2.8346999999999998,2.2652,0.9866,Less susceptible,Least risk averse,Millenial,Experimenter,Renter
2.555,2.8814,1.01,1.5534000000000001,More susceptible,Least risk averse,Gen-X (older),Trendy,Renter
1.7418,3.5295000000000005,1.3004,1.4281,More susceptible,Most risk averse,Millenial,Trendy,Owner
2.2256,0.5079,3.204,2.0623,Most susceptible,Least risk averse,Millenial,Trendy,Renter
5.3158,0.6688000000000001,1.1066,0.9087999999999999,Less susceptible,Less risk averse,Gen-Z,Trendy,Renter
1.8623,3.6342000000000003,1.1056,1.3975999999999997,Less susceptible,Most risk averse,Millenial,Experimenter,Renter
1.8561,2.7875000000000005,1.9307,1.4256,Less susceptible,Least risk averse,Boomer,Experimenter,Renter
3.5456999999999996,1.2535999999999998,1.8639,1.3366,Most susceptible,More risk averse,Gen-Z,Follower,Owner
0.9785,2.1025,2.352,2.5668999999999995,Less susceptible,Least risk averse,Gen-X (younger),Experimenter,Owner
4.6272,0.7508,1.5472,1.0748,Less susceptible,Least risk averse,Gen-X (younger),Trendy,Renter
1.7721,2.7036,1.9557000000000002,1.5685,Less susceptible,Least risk averse,Silent,Trendy,Owner
2.3016,2.7323000000000004,2.2372,0.7288,Least susceptible,Least risk averse,Gen-X (older),Trendy,Owner
1.5807,1.2973000000000003,3.7217000000000002,1.4004,Less susceptible,Less risk averse,Millenial,Trendy,Renter
2.3327,2.2106000000000003,2.5065,0.9501999999999999,Less susceptible,Most risk averse,Millenial,Trendy,Renter
2.4566000000000003,1.9416000000000002,2.0817,1.5377,Less susceptible,Least risk averse,Gen-Z,Follower,Renter
0.4874,1.0552,3.4996,2.9756,Less susceptible,Less risk averse,Millenial,Experimenter,Owner
2.3085000000000004,2.0686,1.9916,1.6312,More susceptible,Most risk averse,Millenial,Follower,Owner
1.8204,4.3210999999999995,0.8944000000000001,0.9638,Less susceptible,Least risk averse,Millenial,Trendy,Owner
1.7233,1.365,2.5916,2.3201000000000005,Most susceptible,Least risk averse,Millenial,Follower,Owner
2.3432,2.4046,2.3598,0.8923000000000001,More susceptible,Least risk averse,Gen-Z,Trendy,Renter
3.8431,0.9245000000000001,1.8273999999999997,1.4227,More susceptible,Least risk averse,Millenial,Trendy,Owner
1.5599,1.0135,2.5597,2.8667,More susceptible,More risk averse,Millenial,Experimenter,Owner
1.4269,2.5804000000000005,2.5209,1.4716000000000002,Less susceptible,Most risk averse,Silent,Trendy,Owner
1.4778000000000002,2.0044000000000004,2.836,1.6818,Least susceptible,More risk averse,Gen-X (older),Trendy,Owner
1.8056000000000003,3.1444,1.6722,1.3776000000000002,Less susceptible,Least risk averse,Millenial,Experimenter,Renter
2.4655000000000005,2.4652000000000003,1.3682,1.7008999999999999,More susceptible,Least risk averse,Gen-X (older),Follower,Renter
2.4347000000000003,2.8018,1.3450000000000002,1.4183999999999999,Less susceptible,Least risk averse,Millenial,Trendy,Renter
2.5961000000000003,2.8481000000000005,1.4035,1.1521,Most susceptible,Less risk averse,Millenial,Trendy,Renter
2.0558,1.8075,3.3529000000000004,0.7837999999999999,Less susceptible,Least risk averse,Millenial,Trendy,Renter
2.4687,2.3727,1.6681,1.4904000000000002,Most susceptible,Less risk averse,Millenial,Trendy,Owner
1.7941000000000003,1.6694,2.7148,1.8215,Most susceptible,Most risk averse,Millenial,Trendy,Renter
3.8575000000000004,1.561,1.6171,0.9641,Less susceptible,Most risk averse,Gen-Z,Trendy,Renter
2.5461,1.6378,2.7182,1.0976,Less susceptible,Most risk averse,Gen-X (younger),Trendy,Renter
0.7461000000000001,1.7944,1.8916,3.5856,Less susceptible,Least risk averse,Gen-X (younger),Experimenter,Owner
0.9941000000000001,1.9705000000000004,3.0008,2.0345999999999997,Most susceptible,Most risk averse,Gen-X (older),Trendy,Owner
3.3275,2.7716000000000003,0.3879,1.5127,Less susceptible,Most risk averse,Millenial,Experimenter,Renter
1.6609000000000003,1.8219,2.629,1.8881999999999999,Most susceptible,Most risk averse,Boomer,Trendy,Owner
2.1969000000000003,0.7262,1.713,3.3636999999999997,Less susceptible,Most risk averse,Millenial,Trendy,Owner
1.1699,2.2551,2.6103,1.9648,Less susceptible,Least risk averse,Millenial,Follower,Owner
2.3151,1.5473000000000001,3.0911999999999997,1.0465,Less susceptible,Least risk averse,Millenial,Trendy,Renter
2.2331000000000003,1.9108,2.9874000000000005,0.8685999999999999,Less susceptible,More risk averse,Millenial,Trendy,Owner
1.6699000000000002,2.8756,2.0875000000000004,1.3846,Less susceptible,Most risk averse,Gen-X (older),Trendy,Owner
1.5267000000000002,2.3056000000000005,3.3358999999999996,0.8318000000000001,Less susceptible,Least risk averse,Boomer,Trendy,Owner
3.2581,2.8559,1.1786,0.7073,Less susceptible,More risk averse,Gen-X (younger),Experimenter,Owner
1.0608000000000002,3.4545000000000003,1.8772000000000002,1.6074000000000002,Least susceptible,Least risk averse,Gen-Z,Experimenter,Owner
2.3816,2.1089,1.4957,2.0137,Less susceptible,Less risk averse,Millenial,Experimenter,Renter
2.2432,1.7944,2.8647000000000005,1.0977,Less susceptible,More risk averse,Millenial,Follower,Renter
2.555,2.8814,1.01,1.5534000000000001,More susceptible,Most risk averse,Millenial,Trendy,Renter
1.7072,3.1666000000000003,1.5108999999999997,1.6151,Less susceptible,Most risk averse,Boomer,Follower,Owner
0.6779,1.276,3.4348,2.6112,More susceptible,More risk averse,Gen-Z,Experimenter,Renter
1.8832,3.6606000000000005,1.6099,0.8462,Less susceptible,Most risk averse,Gen-X (younger),Trendy,Owner
1.8061,2.2745,2.2788,1.6405,Least susceptible,Least risk averse,Gen-X (younger),Trendy,Renter
3.8801,1.4385999999999999,1.5763,1.1049,Less susceptible,Most risk averse,Gen-Z,Follower,Renter
1.1228,3.5851000000000006,1.4491,1.8429,Less susceptible,Most risk averse,Gen-X (younger),Experimenter,Renter
3.0027,2.5368000000000004,1.7849000000000002,0.6752999999999999,Less susceptible,Least risk averse,Gen-X (older),Trendy,Owner
1.9493999999999998,4.556500000000001,1.0624000000000002,0.4317,Less susceptible,More risk averse,Gen-X (younger),Experimenter,Owner
1.7369,3.2876000000000003,1.2478000000000002,1.7274,Less susceptible,Less risk averse,Millenial,Experimenter,Owner
2.5489,2.7678000000000003,1.6362,1.0466,Least susceptible,More risk averse,Millenial,Trendy,Owner
0.9333,3.192,2.8493999999999997,1.0252000000000001,Least susceptible,Least risk averse,Millenial,Experimenter,Owner
1.0887,2.9875000000000003,2.4156999999999997,1.5081,Less susceptible,Least risk averse,Millenial,Trendy,Renter
2.4842000000000004,2.8756000000000004,1.8959000000000001,0.7443,Less susceptible,Least risk averse,Millenial,Trendy,Renter
1.806,2.9093999999999998,1.8578,1.4267,Less susceptible,Most risk averse,Millenial,Trendy,Owner
0.9941000000000001,1.9705000000000004,3.0008,2.0345999999999997,Less susceptible,Least risk averse,Boomer,Trendy,Owner
1.7759000000000003,2.9779,2.1012,1.1448,Most susceptible,Least risk averse,Gen-X (older),Luddite,Owner
2.5695,2.9379,1.6192,0.8733,Most susceptible,Least risk averse,Millenial,Follower,Owner
2.555,2.8814,1.01,1.5534000000000001,Less susceptible,Least risk averse,Millenial,Trendy,Renter
3.2496,2.1130000000000004,1.1717,1.4657,Less susceptible,Most risk averse,Gen-X (older),Follower,Owner
2.5700000000000003,1.7046000000000001,2.6342000000000003,1.0911,Less susceptible,Least risk averse,Silent,Experimenter,Owner
1.7872,2.8505000000000003,2.1791,1.1831,Most susceptible,Less risk averse,Gen-X (younger),Trendy,Owner
1.6999,2.6182000000000003,1.8349000000000002,1.8467,Less susceptible,Most risk averse,Gen-X (younger),Experimenter,Owner
0.8221999999999999,2.235,3.1952000000000003,1.7475000000000003,Less susceptible,More risk averse,Boomer,Trendy,Owner
3.2616,1.3619,2.5221000000000005,0.8545999999999999,Less susceptible,Most risk averse,Boomer,Trendy,Renter
2.555,2.8814,1.01,1.5534000000000001,More susceptible,Least risk averse,Boomer,Experimenter,Owner
2.5019,2.1885000000000003,1.1606999999999998,2.1487000000000003,Least susceptible,Least risk averse,Gen-X (younger),Follower,Owner
2.5498999999999996,1.4510000000000003,1.8236999999999999,2.1752,Less susceptible,Least risk averse,Gen-Z,Experimenter,Renter
0.9638000000000001,2.7964,2.3455,1.8941999999999999,Less susceptible,More risk averse,Millenial,Experimenter,Renter
1.8176,3.2796000000000003,1.3092,1.5934000000000001,Less susceptible,Least risk averse,Millenial,Experimenter,Renter
3.4325,2.8343,0.8088999999999998,0.9239999999999999,Less susceptible,Less risk averse,Gen-X (younger),Experimenter,Renter
2.4395000000000002,2.6454000000000004,1.1981,1.7168,Most susceptible,Least risk averse,Gen-X (younger),Trendy,Renter
1.7429000000000001,2.7977999999999996,1.5694000000000004,1.9076000000000002,Less susceptible,Most risk averse,Gen-X (younger),Trendy,Renter
3.2423,1.3646,1.1353,2.2575000000000003,Least susceptible,Least risk averse,Gen-X (younger),Follower,Renter
2.4036999999999997,2.2415,1.7608000000000001,1.5937999999999999,Less susceptible,Most risk averse,Millenial,Trendy,Owner
3.6452,1.1950999999999998,0.8906999999999999,2.2689000000000004,Least susceptible,Least risk averse,Gen-X (younger),Trendy,Renter
1.6263,3.2935000000000008,1.4885000000000002,1.5915,Less susceptible,Least risk averse,Gen-X (younger),Trendy,Renter
0.6721,1.6372999999999998,3.1038,2.6045,Less susceptible,Most risk averse,Gen-X (younger),Experimenter,Owner
1.7476,1.3349,2.4924000000000004,2.4251,Less susceptible,Less risk averse,Millenial,Trendy,Renter
2.6193,3.4824,1.0993,0.7986999999999999,Less susceptible,Most risk averse,Gen-X (younger),Trendy,Renter
1.27,2.5901000000000005,2.4509000000000003,1.6889,Less susceptible,Less risk averse,Gen-X (younger),Trendy,Owner
1.8287999999999998,4.4282,1.0518,0.691,Least susceptible,More risk averse,Silent,Follower,Owner
2.4557,3.0349000000000004,1.3237,1.1857,Least susceptible,Least risk averse,Millenial,Trendy,Owner
2.5113,2.2312,1.2648,2.0101,Less susceptible,Least risk averse,Boomer,Trendy,Renter
2.4865,2.0599,1.7602000000000002,1.6931999999999998,Less susceptible,Less risk averse,Gen-X (younger),Trendy,Owner
2.2623,3.3607000000000005,1.8103000000000002,0.5665,Less susceptible,Least risk averse,Gen-X (older),Trendy,Owner
1.1503,3.2153,2.5445,1.0897999999999999,Most susceptible,More risk averse,Gen-X (older),Trendy,Owner
1.9255,3.0997,1.9726000000000004,1.0023,Less susceptible,Most risk averse,Gen-X (younger),Trendy,Owner
2.5961000000000003,2.8481000000000005,1.4035,1.1521,More susceptible,More risk averse,Gen-X (older),Experimenter,Owner
2.2793,2.1841,2.0644,1.472,Least susceptible,More risk averse,Gen-Z,Trendy,Renter
1.7418,3.5295000000000005,1.3004,1.4281,Least susceptible,Least risk averse,Boomer,Follower,Owner
2.5512,2.8858,1.2578,1.3051,Less susceptible,Least risk averse,Millenial,Experimenter,Owner
3.0352,1.3733000000000002,2.2216000000000005,1.3877,More susceptible,Most risk averse,Boomer,Follower,Renter
1.8436,3.0994,1.4792999999999998,1.5775000000000001,More susceptible,Less risk averse,Silent,Follower,Owner
3.1081,2.5274,1.7252999999999998,0.6390999999999999,Most susceptible,Most risk averse,Millenial,Trendy,Owner
2.7734,1.0443,3.0526,1.1298,Less susceptible,Least risk averse,Boomer,Trendy,Owner
1.4747000000000001,3.3528,2.0051,1.1673,Least susceptible,Most risk averse,Gen-X (younger),Experimenter,Renter
1.0313,2.9403,2.0811999999999995,1.9470999999999998,Less susceptible,Least risk averse,Gen-X (younger),Experimenter,Owner
4.1188,2.1116,0.8181999999999999,0.9510999999999998,Less susceptible,Most risk averse,Gen-X (older),Trendy,Renter
1.4359000000000002,1.0931,3.3705000000000003,2.1004,Less susceptible,Least risk averse,Millenial,Experimenter,Owner
3.8723,1.5182,0.9633999999999999,1.6461000000000001,Least susceptible,More risk averse,Gen-X (younger),Trendy,Owner
2.3131,0.7237,2.7110000000000003,2.2521,More susceptible,Most risk averse,Gen-Z,Follower,Renter
2.4121,2.4646999999999997,1.3447,1.7783,Most susceptible,Most risk averse,Gen-Z,Trendy,Owner
1.7418,3.5295000000000005,1.3004,1.4281,Less susceptible,Least risk averse,Gen-X (older),Trendy,Renter
1.9000000000000001,2.6262,1.7569000000000004,1.7168,Less susceptible,More risk averse,Gen-Z,Experimenter,Owner
3.0424,2.9513,0.528,1.4782,Most susceptible,More risk averse,Gen-Z,Trendy,Renter
1.4432,2.6609,2.4619000000000004,1.4338999999999997,Most susceptible,Least risk averse,Gen-X (older),Trendy,Renter
2.8009,1.8268000000000002,2.6139000000000006,0.7582,Least susceptible,Least risk averse,Gen-Z,Trendy,Renter
2.6361999999999997,3.6145,0.3883,1.3605999999999998,Less susceptible,More risk averse,Gen-X (younger),Trendy,Owner
3.1728,2.5666,1.175,1.0855,More susceptible,Most risk averse,Millenial,Trendy,Renter
1.8493000000000002,1.8912999999999998,2.5291,1.7302,Less susceptible,Less risk averse,Millenial,Trendy,Owner
2.9278999999999997,1.2486000000000002,2.8949,0.9288000000000001,More susceptible,More risk averse,Silent,Trendy,Owner
1.6827999999999999,1.8337999999999999,1.9083000000000003,2.5751000000000004,Less susceptible,Least risk averse,Millenial,Experimenter,Renter
2.0955,1.2831000000000001,3.3819,1.2396999999999998,Less susceptible,Most risk averse,Gen-X (older),Experimenter,Owner
2.4829000000000003,1.4408,2.4618000000000007,1.6144,Less susceptible,Least risk averse,Gen-X (younger),Experimenter,Owner
2.4196,2.3823999999999996,1.6536,1.5442999999999998,Less susceptible,Less risk averse,Gen-X (younger),Trendy,Renter
1.0318,2.4814000000000003,3.4608999999999996,1.0258,Most susceptible,Least risk averse,Millenial,Trendy,Owner
1.6848000000000003,3.1424000000000003,1.7392999999999998,1.4332,More susceptible,More risk averse,Gen-X (older),Experimenter,Owner
1.1009,3.573200000000001,2.1698,1.156,Less susceptible,Least risk averse,Gen-X (younger),Experimenter,Owner
2.6750000000000003,3.2054,1.4986000000000002,0.6211,Less susceptible,Less risk averse,Gen-X (older),Follower,Owner
1.3093000000000001,3.7469,1.5876000000000001,1.3558999999999999,Least susceptible,Most risk averse,Millenial,Trendy,Renter
